                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     
S  | |V    | |     63337| |     33| |03/01/25| |  506819-3| |ESMALTE COLORAMA CREM FRANCA  | |  181765| |027/008/002 | |           1| |CA/00001  | |         7,15| |         7,15| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  506842-8| |TINT NUTRISSE 60 LOURO ESCURO | | 7029128| |025/009/001 | |           1| |CT/00001  | |        27,85| |        27,85| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  506874-6| |ESMALTE COLORAMA BASE CETIM   | |  181765| |027/008/002 | |           1| |CA/00001  | |         7,15| |         7,15| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  513416-1| |AGUA MINERAL INDAIA COPO 200ML| | 1030647| |002/001/001 | |           2| |CP/00001  | |         1,19| |         2,38| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  513417-0| |GUARANA ANTARCTICA LATA 350ML+| |  152323| |002/003/001 | |          32| |LA/00001  | |         2,92| |        93,44| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  513419-6| |LARANJA SUKITA LATA 350ML     | |  152323| |002/003/001 | |           9| |LA/00001  | |         2,52| |        22,68| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  513424-2| |SODA LIMONADA ANTARCTICA LATA | |  152323| |002/003/001 | |          14| |LA/00001  | |         2,42| |        33,88| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  519153-0| |CAIXA TERM ISOPLAST 37L       | | 1013696| |061/001/020 | |           1| |UN/00001  | |        46,75| |        46,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  519154-8| |CAIXA TERM ISOPLAST 45L       | | 1013696| |061/001/020 | |           1| |UN/00001  | |        67,80| |        67,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  519158-0| |CAIXA TERM ISOPLAST 8L        | | 1013696| |061/001/020 | |           2| |UN/00001  | |        11,99| |        23,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  519159-9| |CAIXA TERM ISOPLAST 13L       | | 1013696| |061/001/020 | |           1| |UN/00001  | |        19,60| |        19,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  520962-5| |FUTEBOL GAME BRASKIT          | | 1067761| |225/001/002 | |           1| |UN/00001  | |        89,90| |        89,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  521002-0| |ASSADEIRA NADIR SEMPRE RET 1,8| | 1013041| |072/008/001 | |           1| |UN/00001  | |        25,85| |        25,85| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  521056-9| |TACA P/AGUA NADIR PAULISTA 250| | 1013041| |053/006/001 | |           4| |UN/00001  | |         6,98| |        27,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  526939-3| |PENEIRA PLASVALE MED          | | 1007432| |055/002/004 | |           2| |UN/00001  | |         6,40| |        12,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  526969-5| |POTE HERMET PLASVALE RED 2,3L | | 1007432| |055/002/003 | |           1| |UN/00001  | |        10,94| |        10,94| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  527514-8| |APONTADOR F.CASTELL C/DEPOSITO| | 1007955| |052/003/002 | |           1| |UN/00001  | |         5,85| |         5,85| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  527515-6| |APONTADOR F.CASTELL SIMPLES EM| | 1007955| |052/003/002 | |           1| |UN/00001  | |         3,98| |         3,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  533399-7| |MEIA SOCIAL MASC PTO 999 U    | | 1088467| |266/003/003 | |           1| |UN/00001  | |        19,00| |        19,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  533406-3| |MEIA SOCIAL MASC PTO 999 U    | | 1088467| |266/003/003 | |           1| |UN/00001  | |        12,90| |        12,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| |  535457-9| |DESCOLORANTE LIGHTNER GERM.TRI| |  263141| |025/008/002 | |           1| |UN/00001  | |        10,98| |        10,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  535461-7| |TINT BIGEN 48 CAST ESCURO     | |  263141| |025/009/001 | |           1| |UN/00001  | |        13,98| |        13,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  535462-5| |TINT BIGEN 57 PRETO           | |  263141| |025/009/001 | |           2| |UN/00001  | |        13,98| |        27,96| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  535464-1| |TINT BIGEN 46 CASTANHO CLARO  | |  263141| |025/009/001 | |           1| |UN/00001  | |        13,98| |        13,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  535535-4| |FIXADOR CHARMING SPRAY FORTE 4| |  263141| |025/005/002 | |           1| |UN/00001  | |        44,75| |        44,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  536122-2| |GEL DENTAL TANDY TUTTI FRUTTI | |  262234| |071/029/004 | |           2| |UN/00001  | |         9,50| |        19,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  536124-9| |GEL DENTAL SORRISO F.HORTELA 9| |  262234| |023/004/001 | |           3| |CT/00001  | |         6,30| |        18,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  536128-1| |CREME DENTAL COLGATE MPA 90G +| |  262234| |023/005/003 | |          12| |UN/00001  | |         4,92| |        59,01| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  536174-5| |ESC DENT COLGATE CLASSIC L MAC| |  262234| |023/006/001 | |           4| |UN/00001  | |         6,50| |        26,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  536196-6| |CREME DENTAL SORRISO D.BCO 90G| |  262234| |023/005/003 | |           3| |UN/00001  | |         4,35| |        13,05| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  537217-8| |ESMALTE IMPALA CREM BRANCO    | |  177830| |027/008/002 | |           4| |CA/00001  | |         5,35| |        21,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  537230-5| |BASE IMPALA INCOLOR           | |  177830| |027/008/002 | |           1| |CA/00001  | |         5,35| |         5,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  538707-8| |LEITE HID PAIXAO INSPIRADORA 2| |  212768| |027/009/005 | |           2| |UN/00001  | |        12,98| |        25,96| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  538724-8| |LEITE DE COLONIA TRAD 100ML   | |  212768| |027/009/005 | |           2| |UN/00001  | |         6,50| |        13,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  538725-6| |LEITE DE COLONIA TRAD 200ML   | |  212768| |027/009/005 | |           5| |UN/00001  | |         9,28| |        46,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  538727-2| |LEITE DE COLONIA TEMPO AMAR 10| |  212768| |027/009/005 | |           1| |UN/00001  | |         6,50| |         6,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547404-3| |PILHA PANASONIC ALC PALITO C/4| | 1001485| |081/003/002 | |           1| |CA/00001  | |        20,50| |        20,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547413-2| |PILHA PANASONIC ALC PEQ C/2   | | 1001485| |081/003/002 | |           3| |CA/00001  | |         9,30| |        27,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547416-7| |PILHA PANASONIC ALC PALITO C/2| | 1001485| |081/003/002 | |           3| |CA/00001  | |        10,90| |        32,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547417-5| |PILHA PANASONIC ALC PEQ C/4   | | 1001485| |081/003/002 | |           6| |CA/00001  | |        16,90| |       101,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547421-3| |PILHA PANASONIC COMUM PEQ SH C| | 1001485| |081/003/001 | |           1| |UN/00001  | |         7,10| |         7,10| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547912-6| |CANETA BIC CRISTAL PREC.FINA A| | 1012410| |052/002/003 | |           1| |UN/00001  | |         5,99| |         5,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  547975-4| |LAPIS BIC EVOL HEXA PTO/C.VDE | | 1012410| |052/002/001 | |           1| |CA/00001  | |         5,85| |         5,85| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  548015-9| |CANETA CORRETIVA BIC SHAKEN SQ| | 1012410| |052/003/004 | |           1| |UN/00001  | |        21,20| |        21,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  550810-0| |GARRAFA SANREMO GOLE GUT RED G| | 1007530| |055/003/006 | |           1| |UN/00001  | |        22,60| |        22,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  550848-7| |FORMA P/GELO SANREMO CASAR    | | 1007530| |055/002/011 | |           1| |UN/00001  | |         9,15| |         9,15| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  559577-0| |VARAL DE CHAO C/ABA 1.55x56x90| |  264970| |246/001/009 | |           2| |UN/00001  | |       104,90| |       209,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  560021-9| |GFA TERM INVICTA LIDER COLOR 3| | 1007041| |054/007/001 | |           1| |UN/00001  | |        23,25| |        23,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  565202-2| |MATCHBOXMATCHBOX SORT VEICULO | | 1072013| |225/008/005 | |           1| |UN/00001  | |        16,99| |        16,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  568990-2| |MEIA CALCA C FINA FEM 654 M   | | 1088467| |274/007/001 | |           1| |UN/00001  | |        16,90| |        16,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  571128-2| |LEITE DE ROSAS G 170ml        | | 1093371| |027/009/005 | |           8| |UN/00001  | |         6,60| |        52,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  571129-0| |LEITE DE ROSAS 100ML          | | 1093371| |027/009/005 | |           6| |UN/00001  | |         4,55| |        27,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  573345-6| |FRALDA GERIAT NAT MASTER M C/8| |  168548| |023/014/001 | |           1| |UN/00001  | |        25,95| |        25,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  573347-2| |ABS HIG NATURALMENTE MAX  ESP | |  168548| |023/013/006 | |           2| |UN/00001  | |         6,20| |        12,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578156-6| |COTONETE JOHNSON CXTA C/150   | | 7040245| |071/018/001 | |           2| |UN/00001  | |        13,20| |        26,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578204-0| |FITA DENTAL REACH 50M         | | 7040245| |023/007/002 | |           1| |UN/00001  | |        15,70| |        15,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578205-8| |FIO DENTAL REACH E.FINO 50M   | | 7040245| |023/007/001 | |           2| |UN/00001  | |        15,80| |        31,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578210-4| |PROT DIARIO CAREFREE BRISA C/1| | 7040245| |023/013/008 | |           2| |PC/00001  | |         9,10| |        18,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578212-0| |PROT DIARIO CAREFREE NEUT. C/1| | 7040245| |023/013/008 | |           3| |PC/00001  | |         9,10| |        27,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578214-7| |ABS HIG S.LIV.NOT SV.AG NAT C/| | 7040245| |023/013/003 | |           3| |UN/00001  | |         9,90| |        29,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578225-2| |COTONETE JOHNSON C/75         | | 7040245| |071/018/001 | |          16| |UN/00001  | |         7,49| |       119,84| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578244-9| |SH JOHNSON BABY 200ml         | | 7040245| |071/024/006 | |           1| |UN/00001  | |        18,72| |        18,72| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  578262-7| |SABONETE JOHNSON 80G          | | 7040245| |071/027/001 | |           1| |UN/00001  | |         7,69| |         7,69| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  579413-7| |DESOD ROLL ON NIVEA DRY COMFOR| | 1083996| |027/004/002 | |           2| |FR/00001  | |        14,62| |        29,24| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  579414-5| |DESOD ROLL ON NIVEA DRY IMPECT| | 1083996| |027/004/002 | |           2| |FR/00001  | |        14,62| |        29,24| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  579493-5| |CREME NIVEA 56G               | | 1083996| |027/009/001 | |           2| |FR/00001  | |        27,09| |        54,18| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  579495-1| |TONICO FACIAL NIVEA ADST.EFEIT| | 1083996| |027/009/006 | |           1| |FR/00001  | |        32,25| |        32,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| |  579506-0| |LOCAO HID NIVEA BODY LOTION 20| | 1083996| |027/009/006 | |           1| |FR/00001  | |        21,89| |        21,89| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  582110-0| |LEITE ALISANTE CAPICILIN  LIS | | 1063740| |025/008/003 | |           1| |UN/00001  | |        11,30| |        11,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  601293-0| |TINT IMEDIA 8 LOURO CLARO +++ | | 7029128| |025/009/001 | |           1| |CT/00001  | |        28,99| |        28,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  601297-3| |TINT IMEDIA 5 CAST CLARO +++  | | 7029128| |025/009/001 | |           1| |CT/00001  | |        28,99| |        28,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  601379-1| |TINT IMEDIA 10 LOURO CLARISSIM| | 7029128| |025/009/001 | |           2| |CT/00001  | |        28,99| |        57,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
